Количество комнат,Площадь (м²),Этаж,Адрес,Цена ($),Цена (сом)
2,65.0,9,"Бишкек, Кок-Жар ж/м, Молдокулова 100",54800,4755544
3,100.0,8,"Бишкек, Гагарина, Джал, ул. Курчатова 81",165000,14318700
1,47.0,7,"Бишкек, Чокана Валиханова - Исакеева,  ул. Исакеева/Виноградная",57000,4941330
1,25.0,2,"Иссык-Кульская область, с. Кара-Ой",40000,3471200
1,30.0,2,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",48500,4208830
3,150.0,3,"Иссык-Кульская область, с. Бостери",65000,5640700
2,50.0,3,"Бишкек, Ынтымак ж/м, Ветеринарная 28/Ордо",77500,6725450
3,86.0,5,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",174000,15099720
1,37.0,3,"Бишкек, Золотой квадрат, Токтогула/Дзержинского",79000,6855620
1,33.0,3,"Бишкек, Парк Ататюрк, Ахунбаева",56500,4903070
2,74.9,11,"Бишкек, Баха, Джал, ул. Курчатова 81",101250,8786475
1,58.0,6,"Бишкек, Джал 15 м-н, Ахунбаева 201/Тыналиева",67000,5814260
3,100.0,13,"Бишкек, Советская - Скрябина",180000,15620400
1,36.0,1,"Бишкек, Центральная мечеть, Гоголя 8/Московская",60500,5250190
3,88.0,5,"Бишкек, АЮ Grand,  ул. Анкара 1/31",83600,7254808
1,322.0,2,"Бишкек, 1000 мелочей",56900,4937782
2,44.0,3,"Бишкек, Мед. академия, Ахунбаева 96а/Абая",68000,5901040
1,46.0,12,"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"") 28/Армейская",66000,5727480
1,53.0,4,"Бишкек, Горького - Алма-Атинская",70000,6068300
2,43.0,4,"Бишкек, Нижний Токольдош, Кийизбаева 33",65000,5640700
1,38.0,5,"Бишкек, Магистраль, Южная Магистраль",65000,5640700
2,63.0,8,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",87000,7549860
2,60.0,10,"Бишкек, Магистраль, Аалы Токомбаева 15/7/Южн. Магистраль",106000,9198680
3,100.0,2,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",180000,15620400
3,58.0,4,"Бишкек, 6 м-н, Айтиева 22/Куттубаева",90000,7810200
3,54.0,3,"Ошская область, Ош",60000,5206800
2,34.0,4,"Бишкек, Московская - Белинка, Манаса 7/Боконбаева",70000,6074600
5,105.0,5,"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",133000,11541740
3,59.0,2,Кант,53000,4599340
2,61.0,13,"Бишкек, Магистраль",64900,5632022
6,99.0,1,"Бишкек, Восток-5 м-н",117800,10222684
1,51.0,13,"Бишкек, Магистраль,  ул. Малдыбаева, 261",58650,5089647
1,56.0,13,"Бишкек, Нижний Токольдош, Армейская 64",61600,5345648
6,181.0,13,"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",165000,14318700
5,120.0,9,"Бишкек, Моссовет, Ю.Абдрахманова/Токтогула",225000,19525500
3,125.0,10,"Бишкек, Золотой квадрат, Панфилова-Московская",175000,15186500
3,84.0,8,"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",88200,7653996
3,62.0,5,"Бишкек, 1000 мелочей",85000,7376300
2,54.0,14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",92000,7983760
3,116.82,11,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",146025,12672050
5,150.0,2,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",320000,27769600
3,128.0,3,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",160000,13884800
5,100.0,2,"Бишкек, Магистраль, Магистраль 23/Сухэ Батора",189000,16401420
5,128.0,6,"Бишкек, КНУ, Абдумомунова 255",250000,21695000
2,77.0,1,"Бишкек, Магистраль",106500,9242070
3,100.0,13,"Бишкек, Советская - Скрябина, Медерова/Элебаева",180000,15620400
2,71.0,12,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",120000,10413600
3,125.0,10,"Бишкек, Магистраль",186000,16141080
1,47.0,11,"Бишкек, Магистраль,  ул. Куттубаева, 15",48000,4165440
2,63.0,9,"Бишкек, Гагарина",68000,5901040
3,66.2,5,"Бишкек, Таатан",89000,7723420
2,81.0,9,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",152000,13190560
1,50.4,15,"Бишкек, Магистраль, Сухэ Батора/Южная Магистраль",61500,5336970
1,30.4,1,"Бишкек, Достук м-н, темировский переулок 1а",39999,3471113
2,66.12,13,"Бишкек, Дворец спорта, Рыскулова 100",100000,8678000
2,66.1,12,"Бишкек, с. Кок-Джар, мкр. Кок Жар",73500,6378330
2,46.0,11,"Бишкек, Магистраль,  ул. Куттубаева, 15",77500,6725450
2,64.0,3,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",80000,6942400
2,60.0,7,"Кант, Гагарина",42000,3644760
3,101.0,12,"Бишкек, Горького - Алма-Атинская, Горького",87500,7593250
1,38.0,1,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",65000,5640700
3,87.0,6,"Бишкек, АЮ Grand, Ауэзова 5/3",78300,6794874
3,100.0,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",140000,12149200
2,82.0,11,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",94300,8183354
3,76.0,4,"Бишкек, Магистраль, манаса",92000,7983760
2,76.31,1,"Бишкек, Моссовет",114465,9933273
2,81.0,4,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",95580,8294432
2,44.0,3,"Бишкек, 5 м-н",74500,6465110
3,103.0,3,"Бишкек, Горького - Алма-Атинская, Горького",93000,8070540
5,131.0,11,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",163750,14210225
2,57.0,3,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",107000,9285460
2,80.0,8,"Бишкек, Джал-23 м-н (Нижний Джал)",128000,11107840
6,212.0,10,"Бишкек, Военторг, Токтогула, 147",269000,23343820
3,72.0,1,"Бишкек, Цирк/Дворец бракосочетания",110000,9545800
3,83.0,9,"Бишкек, Советская - Скрябина, Медерова, 117",132000,11454960
1,57.0,6,"Бишкек, Кара-Жыгач ж/м",71500,6204770
2,70.0,14,"Бишкек, Магистраль, Контур 5, 1",73500,6378330
2,44.0,3,"Бишкек, Кок-Жар м-н, Кок жар",73000,6334940
3,100.17,13,"Бишкек, Горького - Алма-Атинская, Горького",73000,6334940
1,63.46,3,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",65500,5684090
2,49.0,4,"Бишкек, Магистраль, Токомбаева, 15",86500,7506470
3,83.0,2,"Бишкек, ЖД вокзал, Орозбекова, 2",145200,12600456
3,87.2,13,"Бишкек, Молодая Гвардия, Фрунзе, 466",80850,7016163
3,87.5,4,"Кант,  ул. Советская, перес. Гагарина",87500,7593250
3,56.0,1,"Кант, МИС/Гагарина/Тагаева",56000,4859680
3,132.6,15,"Бишкек, Старый аэропорт, Джунусалиева, 184",201900,17520882
3,109.0,7,"Бишкек, Моссовет, Чокморова, 154",159000,13798020
2,76.0,13,"Бишкек, Магистраль, Байтик Баатыра, 4Б",93000,8070540
3,96.0,10,"Бишкек, Московская - Уметалиева, Шевченко, 56",120000,10413600
5,113.4,12,"Бишкек, 5 м-н, Каралаева, 40",167000,14492260
1,39.0,6,"Бишкек, с. Кок-Джар, мкр. Кок Жар",55000,4772900
3,78.0,6,"Бишкек, Восток-5 м-н, кийизбаева",102000,8851560
3,120.0,11,"Бишкек, Дворец спорта, Жибек Жолу 372",185000,16054300
2,65.0,9,"Бишкек, Кок-Жар ж/м, Молдокулова 100",57200,4963816
2,47.0,8,"Бишкек, АЮ Grand, Исакеева 2",68000,5901040
2,72.0,3,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",99000,8591220
1,53.0,10,"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 88",113000,9806140
6,249.0,12,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",439000,38096420
1,50.11,12,"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",65900,5718802
3,100.0,10,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",220000,19091600
2,48.0,5,"Бишкек, Джальская больница, Поваринская",73500,6378330
1,62.0,8,"Бишкек, Космос, Абая 93/1",71300,6187414
2,64.0,13,"Бишкек, Магистраль, Магистраль/Сухэ Батора",120000,10413600
5,90.0,2,"Бишкек, Восток-5 м-н, Торокула Айтматова",135000,11715300
5,173.0,6,"Бишкек, Старый аэропорт, пр. Чингиза Айтматова 96/1",495000,42956100
3,130.0,6,"Бишкек, Академия Наук, Турусбекова 88/2/Чуй",205000,17789900
1,51.1,10,"Бишкек, Магистраль, Токомбаева, 33А",65000,5640700
3,110.0,7,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",190300,16514234
1,45.0,8,"Бишкек, с. Кок-Джар",68000,5901040
3,118.0,10,"Бишкек, 7 м-н, Юнусалиева 52/1, 52/2",222000,19265160
3,90.0,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",138000,11975640
2,70.0,4,"Бишкек, Нижний Токольдош, по кийзбаева",87500,7593250
1,32.0,1,"Бишкек, 9 м-н",58500,5076630
3,109.0,4,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",125300,10873534
2,77.0,5,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",89000,7723420
2,78.0,2,"Бишкек, 12 м-н, Саякбая Каралаева 16/1",142000,12322760
3,94.0,9,"Бишкек, 12 м-н, Нуркамал Жетикашкаева/Саякбая Каралаева",157000,13624460
5,109.0,11,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",115000,9979700
2,67.0,1,"Бишкек, Тунгуч м-н",76000,6595280
3,96.0,13,"Бишкек, Мадина,  ул. 7 апреля",125000,10847500
2,77.0,4,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",126000,10934280
3,100.0,10,"Бишкек, Московская - Уметалиева, Киевская 210/Темирязева",152000,13190560
1,47.0,6,"Бишкек, Таатан/Лермонтова/Варашилова",66000,5727480
2,92.0,9,"Бишкек, Магистраль, Токомбаева",166000,14405480
5,125.0,1,"Бишкек, 4 м-н, каралаева 12",189000,16401420
1,27.0,1,"Бишкек, Карагачевая роща, Осмонкула",34000,2950520
2,87.0,6,"Бишкек, Рабочий Городок,  ул.Льва Толстого/Садырбаева",86230,7483039
1,29.0,3,"Бишкек, Карпинка, Чуй/Суюмбаева",54000,4686120
1,34.0,4,"Бишкек, Молодая Гвардия, Токтогула/Бейшеналиева",57500,4989850
5,113.0,4,"Бишкек, Ошский рынок 110",100000,8678000
1,44.4,4,"Бишкек, Пишпек ж/м",39100,3393098
2,86.0,9,"Бишкек, Магистраль, Токомбаева-Сухэ-батора",129000,11194620
1,42.0,5,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",78000,6768840
3,59.0,4,"Бишкек, Юг-2 м-н",75000,6508500
1,38.8,8,"Бишкек, Дворец спорта, Жумабека - Коенкозова",62000,5380360
5,168.0,5,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",220000,19091600
1,46.0,9,"Бишкек, Нижний Токольдош, Кийизбаева 80",66000,5727480
3,112.0,15,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",134400,11663232
5,156.0,6,"Бишкек, Магистраль, Токомбаева-Сухэ-батора",218400,18952752
1,40.0,5,"Бишкек, Кызыл-Аскер ж/м, Кызыл-Аскер, ул. Абдраева 198",54500,4729510
1,55.0,14,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",63500,5510530
3,66.2,5,"Бишкек, Таатан",89000,7723420
2,81.0,9,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",152000,13190560
1,50.4,15,"Бишкек, Магистраль, Сухэ Батора/Южная Магистраль",61500,5336970
1,30.4,1,"Бишкек, Достук м-н, темировский переулок 1а",39999,3471113
2,66.12,13,"Бишкек, Дворец спорта, Рыскулова 100",100000,8678000
2,66.1,12,"Бишкек, с. Кок-Джар, мкр. Кок Жар",73500,6378330
2,46.0,11,"Бишкек, Магистраль,  ул. Куттубаева, 15",77500,6725450
2,64.0,3,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",80000,6942400
