Количество комнат,Площадь,Этаж,Полный адрес,Цена (доллары),Цена (сомы)
3,98 м2,8 этаж из 12,"Бишкек, Физкультурный, Суванбердиева 110",$ 160 000,13 870 400 сом
5,75 м2,7 этаж из 10,"Бишкек, Сквер Тоголок Молдо, Коенкозова/Чуйкова",$ 135 000,11 703 150 сом
1,35 м2,4 этаж из 5,"Бишкек, Асанбай м-н",$ 58 500,5 071 365 сом
2,48 м2,4 этаж из 5,"Бишкек, Чуй - Алматинка, шабдана баатыра 99\2",$ 71 200,6 172 328 сом
2,76 м2,14 этаж из 17,"Бишкек, Карпинка, Фрунзе 300/3/Гоголя",$ 165 000,14 303 850 сом
5,103 м2,2 этаж из 10,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 160 000,13 870 400 сом
3,101 м2,9 этаж из 16,"Бишкек, Магистраль, Магистраль/Сухэ Батора",$ 151 500,13 133 535 сом
2,58 м2,9 этаж из 14,"Бишкек, Магистраль, пр. Ч. Айтматова",$ 89 900,7 793 431 сом
3,90 м2,13 этаж из 15,"Бишкек, Магистраль, Арстанбека Дуйшеева 9",$ 117 000,10 142 730 сом
3,101 м2,6 этаж из 14,"Бишкек, Горького - Алма-Атинская, Горького",$ 99 000,8 582 310 сом
2,59.37 м2,14 этаж из 14,"Бишкек, Магистраль,  ул. Куттубаева, 15",$ 51 700,4 481 873 сом
3,123 м2,6 этаж из 19,"Бишкек, Магистраль, Токомбаева-Сухэ-батора",$ 172 200,14 928 018 сом
2,68 м2,7 этаж из 14,"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",$ 57 800,5 010 682 сом
5,152 м2,7 этаж из 15,"Бишкек, Магистраль, Малдыбаева 279а",$ 235 600,20 424 164 сом
1,56 м2,14 этаж из 15,"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",$ 63 000,5 461 470 сом
2,50 м2,5 этаж из 5,"Бишкек, Восток-5 м-н",$ 66 000,5 721 540 сом
2,77 м2,4 этаж из 12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",$ 90 000,7 802 100 сом
2,76 м2,5 этаж из 9,"Бишкек, Восток-5 м-н",$ 93 000,8 062 170 сом
1,45 м2,8 этаж из 16,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",$ 60 500,5 244 745 сом
5,145 м2,2 этаж из 10,"Бишкек, Сквер Тоголок Молдо,  ул.Чуйкова д.134/ Исанова",$ 272 000,23 579 680 сом
3,99.44 м2,15 этаж из 18,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 96 500,8 365 585 сом
2,46 м2,4 этаж из 12,"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",$ 70 000,6 068 300 сом
3,105 м2,5 этаж из 9,"Бишкек, Джал 15 м-н",$ 135 000,11 703 150 сом
2,55 м2,2 этаж из 10,"Бишкек, Молодая Гвардия",$ 73 000,6 328 370 сом
2,48 м2,3 этаж из 5,"Бишкек, Азия Молл",$ 78 500,6 805 165 сом
2,76 м2,12 этаж из 12,"Бишкек, Сквер Тоголок Молдо, Чуйкова/Коёнкозова",$ 87 400,7 576 706 сом
2,54 м2,4 этаж из 5,"Бишкек, Аламедин-1 м-н",$ 71 000,6 154 990 сом
3,114 м2,7 этаж из 15,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",$ 213 180,18 480 574 сом
3,85 м2,12 этаж из 12,"Бишкек, Московская - Уметалиева, Боконбаева-Тимирязева.",$ 93 415,8 098 146 сом
2,72 м2,4 этаж из 10,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",$ 101 000,8 755 690 сом
2,88 м2,10 этаж из 15,"Бишкек, Московская - Белинка, Турусбекова/Боконбаева",$ 165 000,14 303 850 сом
2,80 м2,7 этаж из 10,"Бишкек, VEFA, горького/советская",$ 127 000,11 009 630 сом
3,114 м2,8 этаж из 10,"Бишкек, VEFA, горького/советского",$ 155 000,13 436 950 сом
2,81 м2,14 этаж из 14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",$ 109 350,9 479 552 сом
3,58 м2,2 этаж из 4,"Бишкек, 8 м-н",$ 87 000,7 542 030 сом
3,83 м2,7 этаж из 9,"Бишкек, Кок-Жар м-н, Алматинская Горкой",$ 71 000,6 154 990 сом
2,44 м2,2 этаж из 4,"Бишкек, Политех, Шота Руставели/Ахунбаева",$ 64 500,5 591 505 сом
5,130.9 м2,2 этаж из 4,"Бишкек, АУЦА, напротив мкрн. Асанбай",$ 189 805,16 454 195 сом
1,36 м2,2 этаж из 9,"Бишкек, Вечерка",$ 76 500,6 631 785 сом
1,43 м2,2 этаж из 14,"Бишкек, АЮ Grand,  ул.Анкар  1/19/Чокан Валиханов",$ 61 500,5 331 435 сом
2,56 м2,5 этаж из 9,"Бишкек, АЮ Grand,  ул. Анкара 1/31",$ 58 500,5 071 365 сом
5,183 м2,6 этаж из 6,"Бишкек, Московская - Белинка, Исанова",$ 360 000,31 208 400 сом
1,50 м2,2 этаж из 9,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",$ 65 000,5 634 850 сом
2,76 м2,11 этаж из 12,"Бишкек, Сквер Тоголок Молдо, Чуйкова/Коёнкозова",$ 87 400,7 576 706 сом
3,92.1 м2,3 этаж из 14,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",$ 106 000,9 189 140 сом
2,52 м2,1 этаж из 5,"Бишкек, Лебединовка, Кольбаева",$ 77 000,6 675 130 сом
1,28 м2,1 этаж из 6,"Бишкек, Кызыл-Аскер ж/м",$ 33 000,2 860 770 сом
3,101 м2,4 этаж из 12,"Бишкек, Советская - Скрябина, Скрябина 38б/Байтик баатыра",$ 180 000,15 604 200 сом
1,62 м2,4 этаж из 12,"Бишкек, Магистраль, ДУЙШЕЕВА/МОЛДОБАСАНОВА (НАПРОТИВ ШК.ГАЗПРОМ)",$ 76 880,6 664 727 сом
3,101 м2,11 этаж из 14,"Бишкек, Джальская больница, Тыналиева, 2",$ 169 000,14 650 610 сом
2,60.18 м2,2 этаж из 15,"Бишкек, Магистраль, Токомбаева, 21 к 4 стр 1",$ 75 000,6 501 750 сом
2,45 м2,2 этаж из 4,"Бишкек, 9 м-н",$ 80 000,6 935 200 сом
2,77 м2,5 этаж из 13,"Бишкек, ЖД вокзал, Эркиндик бульвар, 1",$ 146 000,12 656 740 сом
3,86 м2,10 этаж из 10,"Бишкек, Джальская больница, Ахунбаева 186",$ 118 000,10 229 420 сом
2,74.48 м2,16 этаж из 16,"Бишкек, Советская - Скрябина, Абая/Ахунбаева",$ 145 000,12 570 050 сом
5,148 м2,2 этаж из 12,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",$ 235 000,20 372 150 сом
2,80 м2,4 этаж из 12,"Бишкек, 7 м-н, Сухэ батор",$ 182 000,15 777 580 сом
2,45 м2,5 этаж из 15,"Бишкек, АЮ Grand, Ауэзова, 5",$ 43 000,3 727 670 сом
3,58 м2,3 этаж из 5,"Бишкек, Свердловский район, Огонбаева Атая, 208",$ 93 000,8 062 170 сом
2,71 м2,6 этаж из 10,"Бишкек, Жилгородок Ницца, Токомбаева, 5б",$ 95 000,8 235 550 сом
1,32 м2,2 этаж из 10,"Бишкек, Лебединовка, Проспект Ленина 208",$ 56 000,4 854 640 сом
3,124 м2,3 этаж из 9,"Бишкек, ТЭЦ, Акылбекова, 66",$ 153 000,13 263 570 сом
1,10 м2,3 этаж из 4,"Бишкек, Душанбинка, Токтоналиева, 14",$ 24 000,2 080 560 сом
3,69 м2,9 этаж из 9,"Бишкек, Городок строителей, Квартал Городок строителей, 13",$ 87 000,7 542 030 сом
1,48 м2,3 этаж из 9,"Бишкек, VEFA, Геологический пер., 3",$ 88 000,7 628 720 сом
2,54.8 м2,8 этаж из 12,"Бишкек, Политех, Ажыбек Баатыра, 10",$ 130 000,11 269 700 сом
1,47 м2,4 этаж из 16,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",$ 109 800,9 518 562 сом
3,157 м2,12 этаж из 13,"Бишкек, Парк Панфилова/Спартак, Логвиненко 32/жибек жолу",$ 186 830,16 196 293 сом
3,58 м2,2 этаж из 4,"Бишкек, 4 м-н",$ 88 500,7 672 065 сом
1,42.5 м2,3 этаж из 10,"Бишкек, Ден Сяопина - Фучика, Лесхозная 4",$ 38 250,3 315 893 сом
1,47 м2,5 этаж из 10,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",$ 82 500,7 151 925 сом
2,52 м2,5 этаж из 12,"Бишкек, Джал-29 м-н",$ 94 000,8 148 860 сом
3,59 м2,3 этаж из 5,"Бишкек, Академия Наук",$ 89 500,7 758 755 сом
3,109 м2,7 этаж из 9,"Бишкек, Магистраль, Ч.айтматова",$ 170 000,14 737 300 сом
3,125 м2,2 этаж из 9,"Бишкек, Золотой квадрат",$ 232 000,20 112 080 сом
1,40 м2,7 этаж из 18,"Бишкек, 10 м-н",$ 66 000,5 721 540 сом
1,36 м2,7 этаж из 9,"Бишкек, Тунгуч м-н",$ 56 500,4 897 985 сом
3,58 м2,4 этаж из 5,"Бишкек, Кок-Жар м-н, Мкр. Кок-Жар 1/Медерова/7 апреля",$ 82 000,7 108 580 сом
3,116 м2,5 этаж из 12,"Бишкек, Магистраль, Токомбаева/Сухэ Батора",$ 189 000,16 384 410 сом
3,97 м2,1 этаж из 3,"Бишкек, Площадь Победы",$ 115 000,9 969 350 сом
2,73 м2,11 этаж из 14,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",$ 111 000,9 622 590 сом
6,62 м2,4 этаж из 5,"Бишкек, Боталиева - Тулебердиева, Молодой Гвардии/Васильева",$ 85 000,7 368 650 сом
3,58 м2,5 этаж из 5,"Бишкек, Кок-Жар м-н",$ 77 000,6 675 130 сом
1,39 м2,2 этаж из 5,"Бишкек, Асанбай м-н 41",$ 62 800,5 444 132 сом
3,101 м2,8 этаж из 12,"Бишкек, 8 м-н",$ 123 000,10 662 870 сом
3,70 м2,8 этаж из 9,"Бишкек, 12 м-н",$ 94 000,8 148 860 сом
2,69 м2,5 этаж из 9,"Бишкек, Баха, мкрн. Джал-15, Коперника 26/2",$ 90 000,7 802 100 сом
1,41.5 м2,5 этаж из 5,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",$ 51 500,4 464 535 сом
2,69 м2,11 этаж из 12,"Бишкек, Баха, Джал-15",$ 92 000,7 975 480 сом
2,77 м2,4 этаж из 14,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",$ 90 000,7 801 200 сом
3,112 м2,7 этаж из 14,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",$ 196 000,16 989 280 сом
2,65 м2,12 этаж из 16,"Бишкек, КНУ, Тимирязева/Жумабека",$ 81 250,7 043 563 сом
3,58 м2,3 этаж из 5,"Бишкек, 10 м-н",$ 92 500,8 018 825 сом
2,58 м2,2 этаж из 12,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",$ 75 000,6 501 750 сом
2,74 м2,9 этаж из 10,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",$ 115 000,9 969 350 сом
1,42 м2,11 этаж из 14,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",$ 42 500,3 684 325 сом
2,77 м2,11 этаж из 12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",$ 92 200,7 992 818 сом
3,78.5 м2,3 этаж из 9,"Бишкек, Джал-23 м-н (Нижний Джал)",$ 105 000,9 101 400 сом
2,72 м2,6 этаж из 9,"Бишкек, Лебединовка,  ул. Э. Ибраева / Лермонтова.",$ 80 500,6 977 740 сом
2,42 м2,2 этаж из 5,"Бишкек, Чуй - Алматинка, Восток-5/Чуй/Алматинка",$ 66 500,5 764 885 сом
3,93 м2,3 этаж из 12,"Бишкек, Асанбай м-н, Куттубаева/Южная Магистраль",$ 168 000,14 563 920 сом
1,48 м2,14 этаж из 14,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",$ 77 000,6 675 130 сом
3,98 м2,9 этаж из 10,"Бишкек, Магистраль",$ 132 000,11 443 080 сом
2,84 м2,9 этаж из 9,"Бишкек, Академия Наук",$ 152 000,13 176 880 сом
2,63 м2,3 этаж из 9,"Бишкек, Академия Наук",$ 115 000,9 969 350 сом
2,68 м2,5 этаж из 12,"Бишкек, АЮ Grand, Ауэзова 5/3",$ 95 000,8 235 550 сом
2,83 м2,2 этаж из 14,"Бишкек, Горького - Алма-Атинская, Горького",$ 125 000,10 836 250 сом
2,49 м2,17 этаж из 18,"Бишкек, 11 м-н",$ 61 000,5 288 090 сом
2,75 м2,4 этаж из 9,"Бишкек, Магистраль, Ч.Айтматова 97/3/Магистраль",$ 115 000,9 969 350 сом
2,49 м2,17 этаж из 18,"Бишкек, 11 м-н",$ 61 000,5 288 090 сом
2,79 м2,1 этаж из 9,"Бишкек, Джал-23 м-н (Нижний Джал)",$ 80 000,6 935 200 сом
1,53.3 м2,8 этаж из 10,"Бишкек, Горького - Алма-Атинская",$ 53 000,4 594 570 сом
1,35 м2,4 этаж из 10,"Бишкек, Сквер Тоголок Молдо, Чуйкова 132/3/Коенкозова",$ 69 000,5 981 610 сом
2,43 м2,4 этаж из 4,"Бишкек, Мед. академия, Тыныстанова 6",$ 69 000,5 981 610 сом
2,49 м2,17 этаж из 18,"Бишкек, 11 м-н",$ 61 000,5 288 090 сом
2,84 м2,10 этаж из 10,"Бишкек, 7 м-н, Юнусалиева 52/1, 52/2",$ 140 000,12 136 600 сом
2,49 м2,17 этаж из 18,"Бишкек, 11 м-н",$ 61 000,5 288 090 сом
3,101 м2,6 этаж из 9,"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",$ 113 900,9 873 991 сом
2,88 м2,2 этаж из 10,"Бишкек, Кок-Жар ж/м, Шоокум 73/Куйручук",$ 104 000,9 015 760 сом
1,28 м2,1 этаж из 3,"Бишкек, Политех",$ 50 900,4 412 521 сом
3,68 м2,9 этаж из 9,"Бишкек, 7 м-н, жукеева",$ 99 000,8 582 310 сом
2,66 м2,2 этаж из 10,"Бишкек, Рабочий Городок,  ул.Роза Люксембург 84",$ 69 000,5 981 610 сом
1,48 м2,7 этаж из 9,"Бишкек, Арча-Бешик ж/м, Садырбаева/Абдрахманова",$ 76 500,6 631 785 сом
2,71 м2,3 этаж из 13,"Бишкек, БГУ, Фурманова, 23",$ 125 000,10 836 250 сом
3,102 м2,14 этаж из 15,"Бишкек, Магистраль, Магистраль/Сухэ Батора",$ 169 000,14 650 610 сом
3,58 м2,5 этаж из 5,"Бишкек, Московская - Уметалиева, Боконбаева 199/К.Акиева",$ 84 500,7 325 305 сом
2,44 м2,4 этаж из 4,"Бишкек, 10 м-н",$ 78 000,6 761 820 сом
3,100 м2,10 этаж из 11,"Бишкек, Московская - Уметалиева, Киевская 210/Темирязева",$ 152 000,13 176 880 сом
2,64 м2,8 этаж из 12,"Бишкек, Городок строителей, просп. Чуй/Ауэзова",$ 92 000,7 975 480 сом
